6.614000000000000000e+03,7.011000000000000000e+03,9.135000000000000000e+03,6.876000000000000000e+03,7.200000000000000000e+03,8.238000000000000000e+03,1.248500000000000000e+04,1.009700000000000000e+04,1.239800000000000000e+04,1.235200000000000000e+04,2.395100000000000000e+04,1.669800000000000000e+04,1.457200000000000000e+04,1.493900000000000000e+04,1.735000000000000000e+04,2.253800000000000000e+04
1.360200000000000000e+04,1.826000000000000000e+04,2.099900000000000000e+04,2.156000000000000000e+04,1.815300000000000000e+04,1.742200000000000000e+04,2.107300000000000000e+04,2.112200000000000000e+04,3.240300000000000000e+04,3.370000000000000000e+04,3.854900000000000000e+04,4.373600000000000000e+04,3.856600000000000000e+04,4.149700000000000000e+04,4.823500000000000000e+04,4.793600000000000000e+04
2.149600000000000000e+04,2.185700000000000000e+04,2.052700000000000000e+04,1.733200000000000000e+04,1.381100000000000000e+04,1.300200000000000000e+04,1.447200000000000000e+04,1.145600000000000000e+04,1.239800000000000000e+04,1.108100000000000000e+04,1.360800000000000000e+04,1.290500000000000000e+04,1.155100000000000000e+04,1.204700000000000000e+04,1.336800000000000000e+04,1.670300000000000000e+04
6.246000000000000000e+03,6.332000000000000000e+03,6.829000000000000000e+03,6.496000000000000000e+03,1.111200000000000000e+04,1.191800000000000000e+04,1.168700000000000000e+04,9.469000000000000000e+03,1.018200000000000000e+04,9.264000000000000000e+03,1.042900000000000000e+04,1.135500000000000000e+04,1.015700000000000000e+04,1.005900000000000000e+04,1.105100000000000000e+04,1.221600000000000000e+04
2.796700000000000000e+04,2.557200000000000000e+04,2.284900000000000000e+04,2.038600000000000000e+04,1.560500000000000000e+04,1.483900000000000000e+04,1.439000000000000000e+04,1.161800000000000000e+04,1.616000000000000000e+04,1.849500000000000000e+04,3.477300000000000000e+04,2.743500000000000000e+04,2.625700000000000000e+04,2.581900000000000000e+04,2.855200000000000000e+04,3.800100000000000000e+04
2.096200000000000000e+04,2.911100000000000000e+04,3.115500000000000000e+04,3.258400000000000000e+04,2.994300000000000000e+04,2.852300000000000000e+04,2.996600000000000000e+04,2.224800000000000000e+04,1.881200000000000000e+04,1.537400000000000000e+04,2.813800000000000000e+04,1.733200000000000000e+04,1.394400000000000000e+04,1.458600000000000000e+04,1.910400000000000000e+04,2.800100000000000000e+04
6.080000000000000000e+03,6.600000000000000000e+03,8.736000000000000000e+03,6.981000000000000000e+03,1.108200000000000000e+04,1.446600000000000000e+04,2.263400000000000000e+04,2.641300000000000000e+04,3.579000000000000000e+04,3.704600000000000000e+04,3.655200000000000000e+04,4.218000000000000000e+04,3.613200000000000000e+04,3.789500000000000000e+04,4.327000000000000000e+04,4.219900000000000000e+04
2.321600000000000000e+04,2.488400000000000000e+04,2.141300000000000000e+04,1.502300000000000000e+04,9.478000000000000000e+03,8.260000000000000000e+03,9.665000000000000000e+03,7.502000000000000000e+03,9.198000000000000000e+03,8.262000000000000000e+03,2.815100000000000000e+04,1.169900000000000000e+04,1.158900000000000000e+04,1.381300000000000000e+04,2.122000000000000000e+04,3.266500000000000000e+04
1.128600000000000000e+04,1.035400000000000000e+04,1.018100000000000000e+04,8.469000000000000000e+03,7.523000000000000000e+03,8.390000000000000000e+03,1.043100000000000000e+04,1.279100000000000000e+04,3.114600000000000000e+04,3.504600000000000000e+04,3.079100000000000000e+04,4.415200000000000000e+04,3.671600000000000000e+04,3.665200000000000000e+04,4.112400000000000000e+04,3.649300000000000000e+04
1.245200000000000000e+04,9.832000000000000000e+03,8.738000000000000000e+03,6.379000000000000000e+03,5.232000000000000000e+03,5.903000000000000000e+03,6.759000000000000000e+03,6.381000000000000000e+03,9.487000000000000000e+03,9.064000000000000000e+03,1.654500000000000000e+04,1.204100000000000000e+04,1.533700000000000000e+04,1.688500000000000000e+04,2.199400000000000000e+04,1.971000000000000000e+04
6.598000000000000000e+03,9.604000000000000000e+03,1.249300000000000000e+04,1.943100000000000000e+04,2.869100000000000000e+04,3.215200000000000000e+04,3.468800000000000000e+04,2.890300000000000000e+04,2.719000000000000000e+04,2.368400000000000000e+04,2.841900000000000000e+04,2.653900000000000000e+04,2.303300000000000000e+04,2.353700000000000000e+04,2.908300000000000000e+04,3.384000000000000000e+04
6.507000000000000000e+03,7.047000000000000000e+03,7.729000000000000000e+03,7.384000000000000000e+03,1.625000000000000000e+04,2.725700000000000000e+04,3.380800000000000000e+04,3.311200000000000000e+04,4.043700000000000000e+04,3.963500000000000000e+04,3.415600000000000000e+04,4.625300000000000000e+04,4.120700000000000000e+04,4.039300000000000000e+04,4.570500000000000000e+04,4.320200000000000000e+04
1.775800000000000000e+04,1.791600000000000000e+04,1.707200000000000000e+04,1.060600000000000000e+04,6.970000000000000000e+03,6.259000000000000000e+03,9.972000000000000000e+03,5.506000000000000000e+03,6.571000000000000000e+03,6.555000000000000000e+03,1.585000000000000000e+04,7.939000000000000000e+03,6.374000000000000000e+03,7.238000000000000000e+03,1.140800000000000000e+04,1.655500000000000000e+04
6.889000000000000000e+03,8.919000000000000000e+03,1.123000000000000000e+04,1.342300000000000000e+04,2.167600000000000000e+04,2.085000000000000000e+04,2.009400000000000000e+04,1.346400000000000000e+04,1.103400000000000000e+04,9.260000000000000000e+03,2.324700000000000000e+04,1.077700000000000000e+04,8.027000000000000000e+03,8.620000000000000000e+03,1.195000000000000000e+04,1.953800000000000000e+04
5.914000000000000000e+03,5.691000000000000000e+03,6.243000000000000000e+03,5.123000000000000000e+03,5.447000000000000000e+03,6.098000000000000000e+03,7.423000000000000000e+03,7.590000000000000000e+03,2.074100000000000000e+04,2.868300000000000000e+04,3.130600000000000000e+04,4.293400000000000000e+04,3.663900000000000000e+04,3.626800000000000000e+04,4.111300000000000000e+04,3.604600000000000000e+04
6.513000000000000000e+03,7.325000000000000000e+03,8.903000000000000000e+03,1.455300000000000000e+04,2.961200000000000000e+04,3.876100000000000000e+04,4.508300000000000000e+04,4.116300000000000000e+04,4.716600000000000000e+04,4.550400000000000000e+04,4.039400000000000000e+04,5.415200000000000000e+04,4.697700000000000000e+04,4.559200000000000000e+04,5.192900000000000000e+04,5.148700000000000000e+04
2.343400000000000000e+04,1.826000000000000000e+04,1.559000000000000000e+04,1.212900000000000000e+04,8.419000000000000000e+03,8.406000000000000000e+03,9.733000000000000000e+03,1.094200000000000000e+04,2.563300000000000000e+04,3.244800000000000000e+04,3.854300000000000000e+04,4.861900000000000000e+04,4.702700000000000000e+04,4.601100000000000000e+04,5.267000000000000000e+04,4.664400000000000000e+04
1.925700000000000000e+04,2.682300000000000000e+04,2.686000000000000000e+04,2.509300000000000000e+04,1.848400000000000000e+04,1.324000000000000000e+04,1.190400000000000000e+04,8.613000000000000000e+03,8.502000000000000000e+03,7.410000000000000000e+03,1.742700000000000000e+04,8.777000000000000000e+03,7.398000000000000000e+03,7.401000000000000000e+03,9.289000000000000000e+03,1.722000000000000000e+04
4.608700000000000000e+04,5.161800000000000000e+04,5.205700000000000000e+04,5.011600000000000000e+04,4.984500000000000000e+04,4.942200000000000000e+04,5.445900000000000000e+04,4.975800000000000000e+04,4.872400000000000000e+04,5.107700000000000000e+04,4.731300000000000000e+04,5.607500000000000000e+04,5.166600000000000000e+04,5.232800000000000000e+04,5.736300000000000000e+04,5.971100000000000000e+04
3.481600000000000000e+04,3.667600000000000000e+04,3.532200000000000000e+04,3.471500000000000000e+04,3.397000000000000000e+04,3.425900000000000000e+04,3.918600000000000000e+04,3.436800000000000000e+04,3.686600000000000000e+04,3.591100000000000000e+04,2.974600000000000000e+04,4.155900000000000000e+04,3.515200000000000000e+04,3.496900000000000000e+04,3.919100000000000000e+04,4.082600000000000000e+04
2.380000000000000000e+04,2.474100000000000000e+04,2.372200000000000000e+04,2.302900000000000000e+04,2.214900000000000000e+04,2.297600000000000000e+04,2.618500000000000000e+04,2.283000000000000000e+04,2.559500000000000000e+04,2.423000000000000000e+04,1.828100000000000000e+04,2.774800000000000000e+04,2.317700000000000000e+04,2.264200000000000000e+04,2.537700000000000000e+04,2.551100000000000000e+04
1.425800000000000000e+04,1.487300000000000000e+04,1.493500000000000000e+04,1.354000000000000000e+04,1.295100000000000000e+04,1.390500000000000000e+04,1.664200000000000000e+04,1.402400000000000000e+04,1.587200000000000000e+04,1.493800000000000000e+04,1.102000000000000000e+04,1.657500000000000000e+04,1.425800000000000000e+04,1.384900000000000000e+04,1.567500000000000000e+04,1.476400000000000000e+04
8.187000000000000000e+03,8.363000000000000000e+03,8.736000000000000000e+03,7.404000000000000000e+03,7.171000000000000000e+03,7.915000000000000000e+03,9.324000000000000000e+03,7.837000000000000000e+03,8.828000000000000000e+03,8.215000000000000000e+03,6.411000000000000000e+03,8.868000000000000000e+03,7.862000000000000000e+03,7.700000000000000000e+03,8.959000000000000000e+03,7.935000000000000000e+03
4.686000000000000000e+03,5.040000000000000000e+03,6.315000000000000000e+03,4.288000000000000000e+03,4.222000000000000000e+03,4.915000000000000000e+03,7.564000000000000000e+03,4.877000000000000000e+03,5.380000000000000000e+03,5.110000000000000000e+03,4.367000000000000000e+03,5.637000000000000000e+03,4.947000000000000000e+03,4.755000000000000000e+03,6.057000000000000000e+03,4.494000000000000000e+03
